gene1_Label	gene1_start	gene1_end	gene1_reference	Atf1_Transcription_Factor1_Label	Atf1_Transcription_Factor167_Offset
gene-LOC413881	3469728	3471712	NC_037650.1	Atf1_867	58
gene-LOC413881	3469728	3471712	NC_037650.1	Atf1_868	65
gene-LOC413881	3469728	3471712	NC_037650.1	Atf1_869	67
gene-LOC413881	3469728	3471712	NC_037650.1	Atf1_870	79
gene-LOC413881	3469728	3471712	NC_037650.1	Atf1_871	70
gene-LOC410415	3526501	3528042	NC_037650.1	Atf1_863	-91
gene-LOC552578	3705495	3719013	NC_037650.1	Atf1_861	-5
gene-LOC100578685	4490326	4491960	NC_037650.1	Atf1_844	-16
gene-LOC113218541	4482696	4483175	NC_037650.1	Atf1_845	-51
gene-LOC726093	3977863	3986873	NC_037650.1	Atf1_856	-25
gene-LOC413491	4333581	4335732	NC_037650.1	Atf1_851	-89
gene-LOC551739	4331126	4333706	NC_037650.1	Atf1_852	-31
gene-LOC551739	4331126	4333706	NC_037650.1	Atf1_853	-56
gene-LOC102656183	3795323	3796441	NC_037650.1	Atf1_859	18
gene-LOC100578649	4519658	4525774	NC_037650.1	Atf1_842	38
gene-LOC100578649	4519658	4525774	NC_037650.1	Atf1_843	45
gene-LOC552256	4559161	4561322	NC_037650.1	Atf1_841	-6
gene-LOC726472	4392366	4394322	NC_037650.1	Atf1_847	-79
gene-LOC100576248	4436523	4439298	NC_037650.1	Atf1_846	51
gene-LOC550955	3851715	3854279	NC_037650.1	Atf1_858	-50
gene-LOC409825	4386393	4389845	NC_037650.1	Atf1_848	-99
gene-LOC410429	3975717	3977625	NC_037650.1	Atf1_857	79
gene-LOC726371	4343819	4346994	NC_037650.1	Atf1_849	54
gene-LOC726371	4343819	4346994	NC_037650.1	Atf1_850	30
gene-LOC100578442	4033999	4037601	NC_037650.1	Atf1_855	-54
gene-LOC408421	5048646	5053777	NC_037650.1	Atf1_831	-90
gene-LOC113219202	4667609	4672263	NC_037650.1	Atf1_839	-19
gene-LOC113219202	4667609	4672263	NC_037650.1	Atf1_840	-7
gene-LOC409962	4851039	4853788	NC_037650.1	Atf1_836	54
gene-LOC409962	4851039	4853788	NC_037650.1	Atf1_837	59
gene-LOC409962	4851039	4853788	NC_037650.1	Atf1_838	29
gene-LOC410441	5264740	5270028	NC_037650.1	Atf1_828	-92
gene-LOC410441	5264740	5270028	NC_037650.1	Atf1_829	-75
gene-LOC102655361	4933705	4937034	NC_037650.1	Atf1_832	-52
gene-LOC102655361	4933705	4937034	NC_037650.1	Atf1_833	56
gene-LOC102655519	5064035	5067031	NC_037650.1	Atf1_830	-71
gene-LOC724899	4863191	4864707	NC_037650.1	Atf1_835	-69
gene-LOC413549	4866889	4877531	NC_037650.1	Atf1_834	57
gene-LOC725856	5652111	5653532	NC_037650.1	Atf1_823	-82
gene-LOC410447	5728176	5742724	NC_037650.1	Atf1_817	-36
gene-LOC410447	5728176	5742724	NC_037650.1	Atf1_818	24
gene-LOC410447	5728176	5742724	NC_037650.1	Atf1_819	0
gene-LOC725619	5558701	5576746	NC_037650.1	Atf1_826	-16
gene-LOC408424	5654079	5656491	NC_037650.1	Atf1_822	25
gene-LOC100578957	5828374	5898797	NC_037650.1	Atf1_812	82
gene-LOC100578957	5828374	5898797	NC_037650.1	Atf1_813	94
gene-LOC100578957	5828374	5898797	NC_037650.1	Atf1_814	92
gene-LOC100578992	5840408	5845251	NC_037650.1	Atf1_816	-13
gene-LOC113219199	5954285	5955043	NC_037650.1	Atf1_811	37
gene-LOC551232	5711442	5719422	NC_037650.1	Atf1_820	13
gene-LOC102654051	5822975	5903122	NC_037650.1	Atf1_815	27
gene-LOC726040	5750296	5759779	NC_037650.1	Atf1_26	-87
gene-LOC410039	5649308	5652052	NC_037650.1	Atf1_824	-51
gene-LOC410446	5646491	5649140	NC_037650.1	Atf1_825	15
gene-LOC102656212	6025184	6029256	NC_037650.1	Atf1_809	44
gene-LOC102653910	13500163	13501865	NC_037643.1	Atf1_2873	-76
gene-LOC102653613	14210494	14219761	NC_037643.1	Atf1_2869	41
gene-LOC107964645	13519727	13521947	NC_037643.1	Atf1_2872	39
gene-LOC411145	14269638	14271891	NC_037643.1	Atf1_2865	-40
gene-LOC411145	14269638	14271891	NC_037643.1	Atf1_2866	-30
gene-LOC113218836	13491018	13492198	NC_037643.1	Atf1_2874	-61
gene-LOC100576621	14236313	14237102	NC_037643.1	Atf1_2867	49
gene-LOC107963964	13395374	13398982	NC_037643.1	Atf1_2875	-83
gene-LOC107963964	13395374	13398982	NC_037643.1	Atf1_2876	-73
gene-LOC411148	14132378	14136890	NC_037643.1	Atf1_2870	-45
gene-LOC107964651	13991252	13992728	NC_037643.1	Atf1_2871	-40
gene-LOC411147	14223420	14235725	NC_037643.1	Atf1_2868	-78
gene-LOC413746	13355760	13357848	NC_037643.1	Atf1_2878	-24
gene-LOC102656672	13372647	13374086	NC_037643.1	Atf1_2877	39
gene-LOC726329	5992172	5993569	NC_037650.1	Atf1_810	-28
gene-LOC726547	6173084	6242865	NC_037650.1	Atf1_808	68
gene-LOC726815	6856185	6858029	NC_037650.1	Atf1_800	-96
gene-LOC100577013	7035025	7047740	NC_037650.1	Atf1_798	-86
gene-LOC100577013	7035025	7047740	NC_037650.1	Atf1_799	-76
gene-LOC726648	6383611	6385821	NC_037650.1	Atf1_807	-12
gene-LOC102654608	6603912	6610770	NC_037650.1	Atf1_804	0
gene-LOC552354	6839299	6853696	NC_037650.1	Atf1_801	68
gene-LOC724644	7348467	7354299	NC_037650.1	Atf1_786	33
gene-LOC552377	6737853	6829299	NC_037650.1	Atf1_803	36
gene-LOC410459	6601726	6603603	NC_037650.1	Atf1_805	-52
gene-LOC724244	7287211	7291716	NC_037650.1	Atf1_791	12
gene-LOC100577091	7284680	7286448	NC_037650.1	Atf1_792	-96
gene-LOC100577091	7284680	7286448	NC_037650.1	Atf1_793	-89
gene-LOC100577091	7284680	7286448	NC_037650.1	Atf1_794	-2
gene-LOC100577091	7284680	7286448	NC_037650.1	Atf1_795	-9
gene-LOC100577091	7284680	7286448	NC_037650.1	Atf1_796	-86
gene-LOC413596	7252932	7281087	NC_037650.1	Atf1_797	-60
gene-LOC409050	7309447	7318914	NC_037650.1	Atf1_787	49
gene-LOC409050	7309447	7318914	NC_037650.1	Atf1_788	45
gene-LOC409050	7309447	7318914	NC_037650.1	Atf1_789	-5
gene-LOC107965401	7308553	7309002	NC_037650.1	Atf1_790	-4
gene-LOC102653949	6829787	6830570	NC_037650.1	Atf1_802	99
gene-LOC100576758	8700219	8701597	NC_037650.1	Atf1_773	32
gene-LOC100576843	8719722	8722344	NC_037650.1	Atf1_772	1
gene-LOC113219209	8769990	8774484	NC_037650.1	Atf1_769	36
gene-LOC107965459	8864367	8865806	NC_037650.1	Atf1_768	-27
gene-LOC100576460	8147426	8149102	NC_037650.1	Atf1_782	69
gene-LOC100576617	8547827	8604770	NC_037650.1	Atf1_777	-53
gene-LOC725542	8748633	8755669	NC_037650.1	Atf1_770	1
gene-LOC102655167	7653172	7662866	NC_037650.1	Atf1_783	28
gene-LOC107965448	8688997	8689875	NC_037650.1	Atf1_776	22
gene-LOC411843	7382388	7567285	NC_037650.1	Atf1_785	48
gene-LOC410467	8230304	8238301	NC_037650.1	Atf1_780	-20
gene-LOC410467	8230304	8238301	NC_037650.1	Atf1_781	-27
gene-LOC102655841	8722654	8724318	NC_037650.1	Atf1_771	76
gene-LOC113219212	8511074	8514461	NC_037650.1	Atf1_778	27
gene-LOC113219212	8511074	8514461	NC_037650.1	Atf1_779	-17
gene-LOC107965434	7598819	7601157	NC_037650.1	Atf1_784	56
gene-LOC113219211	9998932	10006824	NC_037650.1	Atf1_759	-92
gene-LOC413083	10556642	10560215	NC_037650.1	Atf1_753	53
gene-LOC725099	10418816	10423512	NC_037650.1	Atf1_755	-43
gene-LOC113219210	9680183	9685371	NC_037650.1	Atf1_761	62
gene-LOC102653899	10551322	10554522	NC_037650.1	Atf1_754	-38
gene-LOC724505	9495118	9506882	NC_037650.1	Atf1_763	-81
gene-LOC724505	9495118	9506882	NC_037650.1	Atf1_764	-70
gene-LOC724505	9495118	9506882	NC_037650.1	Atf1_765	29
gene-LOC408439	9894447	9897181	NC_037650.1	Atf1_760	-41
gene-LOC412541	10310410	10324192	NC_037650.1	Atf1_757	85
gene-LOC551363	10324190	10326978	NC_037650.1	Atf1_756	-61
gene-LOC550732	9110585	9123116	NC_037650.1	Atf1_767	89
gene-LOC102655843	10161377	10163396	NC_037650.1	Atf1_758	-80
gene-LOC100577092	9490848	9494391	NC_037650.1	Atf1_766	86
gene-LOC412209	10723046	10725867	NC_037650.1	Atf1_748	85
gene-LOC100578220	11191705	11249995	NC_037650.1	Atf1_742	-59
gene-LOC102654929	11111733	11115212	NC_037650.1	Atf1_744	-77
gene-LOC724463	10692954	10694630	NC_037650.1	Atf1_749	84
gene-LOC409676	10685093	10688915	NC_037650.1	Atf1_750	-22
gene-LOC551028	10755658	10759881	NC_037650.1	Atf1_747	-97
gene-LOC726240	11250600	11264110	NC_037650.1	Atf1_740	78
gene-LOC726240	11250600	11264110	NC_037650.1	Atf1_741	15
gene-LOC100577322	10936312	10949253	NC_037650.1	Atf1_745	-58
gene-LOC100577322	10936312	10949253	NC_037650.1	Atf1_746	-4
gene-LOC409187	11188106	11191726	NC_037650.1	Atf1_743	47
gene-LOC412934	10599902	10658392	NC_037650.1	Atf1_751	50
gene-LOC412934	10599902	10658392	NC_037650.1	Atf1_752	17
gene-LOC113219224	408125	410292	NC_037651.1	Atf1_735	89
gene-LOC113219224	408125	410292	NC_037651.1	Atf1_736	91
gene-LOC113219224	408125	410292	NC_037651.1	Atf1_737	94
gene-LOC102654783	145197	189919	NC_037651.1	Atf1_738	50
gene-LOC102654557	57721	58367	NC_037651.1	Atf1_739	-34
gene-LOC113219233	490184	578798	NC_037651.1	Atf1_734	89
gene-LOC725840	750586	929618	NC_037651.1	Atf1_731	-13
gene-LOC102656712	578812	588555	NC_037651.1	Atf1_732	3
gene-LOC102656712	578812	588555	NC_037651.1	Atf1_733	68
gene-LOC409198	1037829	1039784	NC_037651.1	Atf1_729	29
gene-LOC413613	1768956	1770886	NC_037651.1	Atf1_716	2
gene-LOC550981	1515068	1516590	NC_037651.1	Atf1_720	9
gene-LOC100577145	1511823	1514706	NC_037651.1	Atf1_721	9
gene-LOC100577145	1511823	1514706	NC_037651.1	Atf1_722	40
gene-LOC100577145	1511823	1514706	NC_037651.1	Atf1_723	45
gene-LOC411791	1460266	1464588	NC_037651.1	Atf1_724	15
gene-LOC102653862	1779549	1781440	NC_037651.1	Atf1_714	79
gene-LOC551768	1776985	1778695	NC_037651.1	Atf1_715	-25
gene-LOC409711	1596869	1759252	NC_037651.1	Atf1_718	4
gene-LOC100576996	1763516	1765727	NC_037651.1	Atf1_717	-87
gene-LOC413688	1445837	1448832	NC_037651.1	Atf1_725	48
gene-LOC411617	1051130	1428827	NC_037651.1	Atf1_727	-38
gene-LOC411617	1051130	1428827	NC_037651.1	Atf1_728	-4
gene-LOC411780	1025566	1029883	NC_037651.1	Atf1_730	-43
gene-LOC100576734	1435068	1437474	NC_037651.1	Atf1_726	-82
gene-LOC413878	1593487	1595217	NC_037651.1	Atf1_719	49
gene-LOC412928	3397270	3400740	NC_037651.1	Atf1_698	-42
gene-LOC113219219	1804397	1976637	NC_037651.1	Atf1_713	86
gene-LOC100577945	2085819	2359943	NC_037651.1	Atf1_710	48
gene-LOC102653947	2994210	2997540	NC_037651.1	Atf1_699	39
gene-LOC100576591	3404387	3410945	NC_037651.1	Atf1_693	64
gene-LOC100576591	3404387	3410945	NC_037651.1	Atf1_694	91
gene-LOC100576591	3404387	3410945	NC_037651.1	Atf1_695	69
gene-LOC100576591	3404387	3410945	NC_037651.1	Atf1_696	-4
gene-LOC100577694	2673102	2692337	NC_037651.1	Atf1_701	-31
gene-LOC552443	2572842	2576364	NC_037651.1	Atf1_702	57
gene-LOC100578990	2268014	2336388	NC_037651.1	Atf1_709	13
gene-LOC113219230	2455704	2456895	NC_037651.1	Atf1_707	-2
gene-LOC100576136	2473410	2475916	NC_037651.1	Atf1_706	13
gene-LOC102655131	2528579	2554386	NC_037651.1	Atf1_704	7
gene-LOC102655131	2528579	2554386	NC_037651.1	Atf1_705	-73
gene-LOC412624	2565903	2569215	NC_037651.1	Atf1_703	-7
gene-LOC100578307	2167047	2170184	NC_037651.1	Atf1_711	-48
gene-LOC725054	3401448	3402631	NC_037651.1	Atf1_697	82
gene-LOC100577849	2989643	2992338	NC_037651.1	Atf1_700	-5
gene-LOC551582	3453992	3463078	NC_037651.1	Atf1_689	69
gene-LOC551582	3453992	3463078	NC_037651.1	Atf1_690	-16
gene-LOC724121	4946889	4953701	NC_037651.1	Atf1_679	-20
gene-LOC100576803	3457291	3473215	NC_037651.1	Atf1_688	35
gene-LOC725926	4858652	4874461	NC_037651.1	Atf1_681	-67
gene-LOC113219221	4882155	4885996	NC_037651.1	Atf1_680	67
gene-LOC412313	4954199	4961358	NC_037651.1	Atf1_678	-12
gene-LOC100576934	4598904	4604056	NC_037651.1	Atf1_685	10
gene-LOC107965489	4678330	4707408	NC_037651.1	Atf1_683	99
gene-LOC408444	4526895	4599343	NC_037651.1	Atf1_686	-41
gene-LOC100577641	4631449	4633862	NC_037651.1	Atf1_684	-10
gene-LOC551931	3435274	3438179	NC_037651.1	Atf1_691	78
gene-LOC551931	3435274	3438179	NC_037651.1	Atf1_692	92
gene-LOC107965541	4388307	4397577	NC_037651.1	Atf1_687	99
gene-LOC724550	5001149	5003805	NC_037651.1	Atf1_677	31
gene-LOC410484	4710217	4779912	NC_037651.1	Atf1_682	11
gene-LOC411972	5394285	5398617	NC_037651.1	Atf1_658	-62
gene-LOC113219235	5017390	5018028	NC_037651.1	Atf1_675	-68
gene-LOC100576615	5223231	5241320	NC_037651.1	Atf1_662	82
gene-LOC724593	5004235	5013259	NC_037651.1	Atf1_676	32
gene-LOC113219246	5024908	5024985	NC_037651.1	Atf1_674	68
gene-LOC100579015	5085088	5087744	NC_037651.1	Atf1_670	-66
gene-LOC409743	5399764	5408189	NC_037651.1	Atf1_657	11
gene-LOC410485	5105364	5110406	NC_037651.1	Atf1_668	-57
gene-LOC410485	5105364	5110406	NC_037651.1	Atf1_669	37
gene-LOC113219229	5342769	5343910	NC_037651.1	Atf1_659	-59
gene-LOC113219229	5342769	5343910	NC_037651.1	Atf1_660	10
gene-LOC113219229	5342769	5343910	NC_037651.1	Atf1_661	20
gene-LOC413110	5172983	5174437	NC_037651.1	Atf1_667	87
gene-LOC409429	5027480	5039820	NC_037651.1	Atf1_673	-44
gene-LOC725291	5221392	5222719	NC_037651.1	Atf1_663	15
gene-LOC102654842	5417004	5418997	NC_037651.1	Atf1_655	-31
gene-LOC102654842	5417004	5418997	NC_037651.1	Atf1_656	-44
gene-LOC727648	5468034	5472220	NC_037651.1	Atf1_653	-57
gene-LOC100578048	5447208	5449340	NC_037651.1	Atf1_654	0
gene-LOC551741	5946864	5949114	NC_037651.1	Atf1_652	90
gene-LOC411662	5982158	5984257	NC_037651.1	Atf1_650	-67
gene-LOC411662	5982158	5984257	NC_037651.1	Atf1_651	77
gene-LOC107965480	6013859	6014910	NC_037651.1	Atf1_647	30
gene-LOC726066	5991148	5994032	NC_037651.1	Atf1_648	-80
gene-LOC726066	5991148	5994032	NC_037651.1	Atf1_649	-86
gene-LOC552650	6384410	6386488	NC_037651.1	Atf1_642	55
gene-LOC409084	6615450	6626916	NC_037651.1	Atf1_626	64
gene-LOC726692	6529303	6531367	NC_037651.1	Atf1_632	17
gene-LOC409751	6389781	6392462	NC_037651.1	Atf1_638	-40
gene-LOC409751	6389781	6392462	NC_037651.1	Atf1_639	63
gene-LOC409751	6389781	6392462	NC_037651.1	Atf1_640	65
gene-LOC412623	6365125	6377132	NC_037651.1	Atf1_644	-51
gene-LOC412623	6365125	6377132	NC_037651.1	Atf1_645	15
gene-LOC102654724	6468616	6469483	NC_037651.1	Atf1_637	-27
gene-LOC551212	6359190	6364983	NC_037651.1	Atf1_646	-70
gene-LOC102653718	6387467	6388291	NC_037651.1	Atf1_641	-92
gene-LOC412074	6595799	6606900	NC_037651.1	Atf1_627	-59
gene-LOC552088	6540933	6542601	NC_037651.1	Atf1_631	-64
gene-LOC412320	6570695	6573460	NC_037651.1	Atf1_629	55
gene-LOC725607	6474419	6475031	NC_037651.1	Atf1_636	37
gene-LOC726961	6593530	6595759	NC_037651.1	Atf1_628	35
gene-LOC726906	6566378	6570271	NC_037651.1	Atf1_630	12
gene-LOC409753	6507102	6515683	NC_037651.1	Atf1_633	-90
gene-LOC725149	6380041	6383757	NC_037651.1	Atf1_643	90
gene-LOC409752	6477737	6502582	NC_037651.1	Atf1_634	-69
gene-LOC409752	6477737	6502582	NC_037651.1	Atf1_635	-9
gene-LOC724506	6764425	6766951	NC_037651.1	Atf1_618	-49
gene-LOC552508	6842376	6846578	NC_037651.1	Atf1_601	77
gene-LOC552508	6842376	6846578	NC_037651.1	Atf1_602	57
gene-LOC411857	6834444	6840499	NC_037651.1	Atf1_604	-37
gene-LOC102654890	6784166	6786689	NC_037651.1	Atf1_614	-42
gene-LOC102654890	6784166	6786689	NC_037651.1	Atf1_615	-32
gene-LOC552532	6848825	6852060	NC_037651.1	Atf1_600	-78
gene-LOC100576082	6860177	6865526	NC_037651.1	Atf1_593	-18
gene-LOC413466	6666176	6752101	NC_037651.1	Atf1_620	38
gene-LOC413466	6666176	6752101	NC_037651.1	Atf1_621	96
gene-LOC113219217	6627542	6628911	NC_037651.1	Atf1_625	-19
gene-LOC102653879	6858012	6860073	NC_037651.1	Atf1_594	-9
gene-LOC102653879	6858012	6860073	NC_037651.1	Atf1_595	51
gene-LOC102653879	6858012	6860073	NC_037651.1	Atf1_596	63
gene-LOC726928	6630052	6635933	NC_037651.1	Atf1_624	30
gene-LOC113218534	6794277	6795971	NC_037651.1	Atf1_613	58
gene-LOC725200	6868327	6872895	NC_037651.1	Atf1_592	-95
gene-LOC100577279	6663661	6665445	NC_037651.1	Atf1_622	-91
gene-LOC725055	6851834	6853216	NC_037651.1	Atf1_598	-37
gene-LOC725055	6851834	6853216	NC_037651.1	Atf1_599	37
gene-LOC409300	6767393	6780811	NC_037651.1	Atf1_616	-17
gene-LOC409300	6767393	6780811	NC_037651.1	Atf1_617	-5
gene-LOC552569	6853411	6857099	NC_037651.1	Atf1_597	80
gene-LOC412617	6641816	6644712	NC_037651.1	Atf1_623	87
gene-LOC102654519	6822259	6824209	NC_037651.1	Atf1_609	-51
gene-LOC552492	6841015	6842646	NC_037651.1	Atf1_603	-72
gene-LOC409902	6798246	6830115	NC_037651.1	Atf1_610	-87
gene-LOC409902	6798246	6830115	NC_037651.1	Atf1_611	-43
gene-LOC409902	6798246	6830115	NC_037651.1	Atf1_612	95
gene-LOC551378	6866649	6876298	NC_037651.1	Atf1_591	24
gene-LOC724158	6884573	6885496	NC_037651.1	Atf1_589	30
gene-LOC724158	6884573	6885496	NC_037651.1	Atf1_590	40
gene-LOC410493	7181415	7186254	NC_037651.1	Atf1_587	48
gene-LOC102656201	7095601	7097708	NC_037651.1	Atf1_588	83
gene-LOC113219222	7186409	7187882	NC_037651.1	Atf1_586	71
gene-LOC408457	7504432	7506837	NC_037651.1	Atf1_584	-59
gene-LOC410498	7279755	7389256	NC_037651.1	Atf1_585	71
gene-LOC410518	8013241	8015091	NC_037651.1	Atf1_577	23
gene-LOC413305	8143319	8146300	NC_037651.1	Atf1_570	-56
gene-LOC410505	7603124	7609639	NC_037651.1	Atf1_583	-88
gene-LOC409862	8139744	8143947	NC_037651.1	Atf1_571	62
gene-LOC409862	8139744	8143947	NC_037651.1	Atf1_572	21
gene-LOC552735	8067907	8076849	NC_037651.1	Atf1_576	57
gene-LOC100578563	7665367	7671256	NC_037651.1	Atf1_579	44
gene-LOC100578563	7665367	7671256	NC_037651.1	Atf1_580	54
gene-LOC100576226	8116660	8117909	NC_037651.1	Atf1_573	39
gene-LOC410507	7660703	7665106	NC_037651.1	Atf1_581	8
gene-LOC410507	7660703	7665106	NC_037651.1	Atf1_582	-84
gene-LOC410120	8115628	8116817	NC_037651.1	Atf1_574	-32
gene-LOC102653690	8096059	8096686	NC_037651.1	Atf1_575	-31
gene-LOC410516	7890061	7892022	NC_037651.1	Atf1_578	-31
gene-LOC552485	8413988	8417139	NC_037651.1	Atf1_549	-86
gene-LOC552485	8413988	8417139	NC_037651.1	Atf1_550	-51
gene-LOC552485	8413988	8417139	NC_037651.1	Atf1_551	-48
gene-LOC100577263	8267723	8269489	NC_037651.1	Atf1_561	43
gene-LOC410527	8384206	8399019	NC_037651.1	Atf1_552	-4
gene-LOC410527	8384206	8399019	NC_037651.1	Atf1_553	3
gene-LOC410527	8384206	8399019	NC_037651.1	Atf1_554	8
gene-LOC551439	8214636	8217635	NC_037651.1	Atf1_568	-82
gene-LOC725502	8357409	8359473	NC_037651.1	Atf1_555	-5
gene-LOC410530	8633353	8636589	NC_037651.1	Atf1_547	34
gene-LOC412941	8251457	8267394	NC_037651.1	Atf1_562	-50
gene-LOC412941	8251457	8267394	NC_037651.1	Atf1_563	-38
gene-LOC412941	8251457	8267394	NC_037651.1	Atf1_564	-72
gene-LOC100576925	8627720	8630556	NC_037651.1	Atf1_548	-75
gene-LOC410521	8325968	8332433	NC_037651.1	Atf1_557	-86
gene-LOC100577784	8229938	8233392	NC_037651.1	Atf1_567	86
gene-LOC552632	8277567	8278703	NC_037651.1	Atf1_559	-92
gene-LOC552632	8277567	8278703	NC_037651.1	Atf1_560	-82
gene-LOC725467	8353066	8357271	NC_037651.1	Atf1_556	14
gene-LOC408465	8280794	8318641	NC_037651.1	Atf1_558	89
gene-LOC724731	8202262	8207658	NC_037651.1	Atf1_569	-84
gene-LOC413794	8247151	8248578	NC_037651.1	Atf1_566	-42
gene-LOC551944	9046611	9048898	NC_037651.1	Atf1_542	-5
gene-LOC413909	9090430	9095550	NC_037651.1	Atf1_533	45
gene-LOC410538	8961108	8964336	NC_037651.1	Atf1_545	-10
gene-LOC551823	9060220	9063875	NC_037651.1	Atf1_535	48
gene-LOC102653795	9095688	9097998	NC_037651.1	Atf1_532	-70
gene-LOC552043	9037073	9038594	NC_037651.1	Atf1_543	-81
gene-LOC410541	9032480	9037081	NC_037651.1	Atf1_544	21
gene-LOC726649	9102455	9103821	NC_037651.1	Atf1_531	86
gene-LOC107963972	9087560	9088237	NC_037651.1	Atf1_534	-91
gene-LOC726493	9053929	9057447	NC_037651.1	Atf1_540	42
gene-LOC726474	9052410	9055350	NC_037651.1	Atf1_541	78
gene-LOC410533	8750324	8751974	NC_037651.1	Atf1_546	5
gene-LOC412301	9057678	9060335	NC_037651.1	Atf1_536	-40
gene-LOC412301	9057678	9060335	NC_037651.1	Atf1_537	46
gene-LOC412301	9057678	9060335	NC_037651.1	Atf1_538	51
gene-LOC412301	9057678	9060335	NC_037651.1	Atf1_539	-28
gene-LOC726723	9224996	9237175	NC_037651.1	Atf1_526	40
gene-LOC726723	9224996	9237175	NC_037651.1	Atf1_527	68
gene-LOC410546	9335005	9339040	NC_037651.1	Atf1_521	-96
gene-LOC410546	9335005	9339040	NC_037651.1	Atf1_522	-26
gene-LOC102655464	9364154	9365373	NC_037651.1	Atf1_519	-3
gene-LOC408480	9339408	9354083	NC_037651.1	Atf1_520	58
gene-LOC410547	9373274	9374717	NC_037651.1	Atf1_517	8
gene-LOC410547	9373274	9374717	NC_037651.1	Atf1_518	18
gene-LOC552812	9263258	9269477	NC_037651.1	Atf1_524	77
gene-LOC107965506	9330783	9331771	NC_037651.1	Atf1_523	72
gene-LOC551561	9117338	9120405	NC_037651.1	Atf1_528	-55
gene-LOC100576402	9242534	9253474	NC_037651.1	Atf1_525	41
gene-LOC726670	9109577	9115625	NC_037651.1	Atf1_529	-60
gene-LOC726670	9109577	9115625	NC_037651.1	Atf1_530	90
gene-LOC727026	9431900	9432765	NC_037651.1	Atf1_516	-58
gene-LOC410557	9962900	9964072	NC_037651.1	Atf1_504	64
gene-LOC727151	9855144	9856459	NC_037651.1	Atf1_509	21
gene-LOC727081	9763972	9780478	NC_037651.1	Atf1_514	-23
gene-LOC727081	9763972	9780478	NC_037651.1	Atf1_515	-11
gene-LOC727135	9846626	9853195	NC_037651.1	Atf1_510	10
gene-LOC102653936	9803693	9806682	NC_037651.1	Atf1_511	93
gene-LOC727128	9943788	9944869	NC_037651.1	Atf1_506	-42
gene-LOC727174	9948987	9951622	NC_037651.1	Atf1_505	-84
gene-LOC410556	9856274	9858445	NC_037651.1	Atf1_507	76
gene-LOC410556	9856274	9858445	NC_037651.1	Atf1_508	-53
gene-LOC410555	9782624	9790234	NC_037651.1	Atf1_512	26
gene-LOC410555	9782624	9790234	NC_037651.1	Atf1_513	46
gene-LOC727238	10038826	10051419	NC_037651.1	Atf1_499	-33
gene-LOC410562	10061673	10066726	NC_037651.1	Atf1_498	33
gene-LOC102655844	10008242	10010132	NC_037651.1	Atf1_502	62
gene-LOC727235	10029552	10038034	NC_037651.1	Atf1_500	24
gene-LOC727235	10029552	10038034	NC_037651.1	Atf1_501	-29
gene-LOC410559	10000648	10005586	NC_037651.1	Atf1_503	42
gene-LOC727320	10466276	10468483	NC_037651.1	Atf1_490	16
gene-LOC408503	10365991	10367838	NC_037651.1	Atf1_496	-20
gene-LOC408501	10640610	10645204	NC_037651.1	Atf1_478	-82
gene-LOC552355	10441463	10445992	NC_037651.1	Atf1_493	-76
gene-LOC410570	10427731	10431291	NC_037651.1	Atf1_494	-71
gene-LOC410570	10427731	10431291	NC_037651.1	Atf1_495	57
gene-LOC408442	10616723	10622270	NC_037651.1	Atf1_480	89
gene-LOC102655179	10622942	10625718	NC_037651.1	Atf1_479	54
gene-LOC102653748	10507584	10521356	NC_037651.1	Atf1_484	18
gene-LOC411495	10468646	10476564	NC_037651.1	Atf1_485	83
gene-LOC411495	10468646	10476564	NC_037651.1	Atf1_486	71
gene-LOC102654486	10207864	10209447	NC_037651.1	Atf1_497	47
gene-LOC727313	10444859	10462947	NC_037651.1	Atf1_491	61
gene-LOC727280	10469676	10474098	NC_037651.1	Atf1_487	-87
gene-LOC727280	10469676	10474098	NC_037651.1	Atf1_488	12
gene-LOC727280	10469676	10474098	NC_037651.1	Atf1_489	-77
